Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle,Temperature,Precipitation,Weather_Condition,Hour,Month,DayOfWeek,DayOfYear,IsWeekend,IsRushHour,IsMorningRush,IsEveningRush,Season,IsExtremeTemp,TempCategory,HasPrecipitation,HeavyPrecipitation,IsMajorStation,AvgDelay_7days,DelayCount_7days,DelayCategory,IsSignificantDelay,Station_encoded,Code_encoded,Bound_encoded,Line_encoded,Weather_Condition_encoded,Season_encoded,TempCategory_encoded,DelayCategory_encoded
2023-04-13,08:00:00,Thursday,COLLEGE,MURS,1,1,S,BD,5666,25.7,0.3,Clear,8,4,3,103,0,1,1,0,Spring,0,Warm,1,0,0,2.7142857142857144,7.0,Minor,0,1,1,2,0,0,0,2,1
2023-04-13,19:00:00,Thursday,COLLEGE,TUSC,3,5,W,SRT,5231,25.7,0.3,Clear,19,4,3,103,0,1,0,1,Spring,0,Warm,1,0,0,2.2857142857142856,7.0,Moderate,0,1,4,3,2,0,0,2,2
2023-04-15,05:00:00,Saturday,COLLEGE,MURS,1,2,N,YU,5308,27.5,0.0,Cloudy,5,4,5,105,1,0,0,0,Spring,0,Warm,0,0,0,1.8571428571428572,7.0,Minor,0,1,1,1,3,1,0,2,1
2023-04-18,19:00:00,Tuesday,COLLEGE,MURS,2,3,E,BD,5966,25.4,0.9,Rain,19,4,1,108,0,1,0,1,Spring,0,Warm,1,0,0,1.8571428571428572,7.0,Minor,0,1,1,0,0,2,0,2,1
2023-04-25,07:00:00,Tuesday,COLLEGE,EUNT,2,3,N,YU,5646,15.7,1.4,Rain,7,4,1,115,0,1,1,0,Spring,0,Mild,1,0,0,1.8571428571428572,7.0,Minor,0,1,0,1,3,2,0,1,1
2023-04-28,11:00:00,Friday,COLLEGE,EUNT,1,1,E,SRT,5160,29.6,0.0,Clear,11,4,4,118,0,0,0,0,Spring,0,Warm,0,0,0,1.5714285714285714,7.0,Minor,0,1,0,0,2,0,0,2,1
2023-04-30,22:00:00,Sunday,COLLEGE,MURS,2,4,E,YU,5191,28.6,2.7,Clear,22,4,6,120,1,0,0,0,Spring,0,Warm,1,0,0,1.7142857142857142,7.0,Minor,0,1,1,0,3,0,0,2,1
2023-05-02,00:00:00,Tuesday,COLLEGE,TUSC,1,2,E,YU,5122,29.5,0.0,Cloudy,0,5,1,122,0,0,0,0,Spring,0,Warm,0,0,0,1.7142857142857142,7.0,Minor,0,1,4,0,3,1,0,2,1
2023-05-08,07:00:00,Monday,COLLEGE,PUSC,2,3,W,SRT,5966,17.1,0.0,Clear,7,5,0,128,0,1,1,0,Spring,0,Mild,0,0,0,1.5714285714285714,7.0,Minor,0,1,3,3,2,0,0,1,1
2023-05-18,17:00:00,Thursday,COLLEGE,MUSAN,1,2,E,YU,5613,8.3,0.0,Cloudy,17,5,3,138,0,1,0,1,Spring,0,Cool,0,0,0,1.5714285714285714,7.0,Minor,0,1,2,0,3,1,0,0,1
2023-05-19,09:00:00,Friday,COLLEGE,EUNT,2,4,W,SHP,5869,21.4,3.2,Rain,9,5,4,139,0,1,1,0,Spring,0,Warm,1,0,0,1.5714285714285714,7.0,Minor,0,1,0,3,1,2,0,2,1
2023-05-20,19:00:00,Saturday,COLLEGE,MUSAN,2,3,N,BD,5495,21.4,0.0,Cloudy,19,5,5,140,1,1,0,1,Spring,0,Warm,0,0,0,1.5714285714285714,7.0,Minor,0,1,2,1,0,1,0,2,1
2023-05-23,20:00:00,Tuesday,COLLEGE,PUSC,1,2,E,YU,5863,22.3,1.1,Cloudy,20,5,1,143,0,0,0,0,Spring,0,Warm,1,0,0,1.5714285714285714,7.0,Minor,0,1,3,0,3,1,0,2,1
2023-05-25,04:00:00,Thursday,COLLEGE,EUNT,7,11,S,YU,5739,24.9,0.0,Clear,4,5,3,145,0,0,0,0,Spring,0,Warm,0,0,0,2.2857142857142856,7.0,Major,1,1,0,2,3,0,0,2,0
2023-05-29,10:00:00,Monday,COLLEGE,PUSC,5,7,W,BD,5309,21.5,0.0,Cloudy,10,5,0,149,0,0,0,0,Spring,0,Warm,0,0,0,2.857142857142857,7.0,Moderate,0,1,3,3,0,1,0,2,2
2023-05-29,12:00:00,Monday,COLLEGE,MUSAN,1,1,E,SRT,5905,21.5,0.0,Cloudy,12,5,0,149,0,0,0,0,Spring,0,Warm,0,0,0,2.7142857142857144,7.0,Minor,0,1,2,0,2,1,0,2,1
2023-06-03,11:00:00,Saturday,COLLEGE,MURS,1,1,S,SRT,5993,14.2,12.3,Cloudy,11,6,5,154,1,0,0,0,Summer,0,Mild,1,1,0,2.7142857142857144,7.0,Minor,0,1,1,2,2,1,1,1,1
2023-06-04,03:00:00,Sunday,COLLEGE,EUNT,4,7,S,SHP,5225,17.0,3.3,Snow,3,6,6,155,1,0,0,0,Summer,0,Mild,1,0,0,3.0,7.0,Moderate,0,1,0,2,1,3,1,1,2
2023-06-05,18:00:00,Monday,COLLEGE,PUSC,4,6,W,BD,5777,18.7,9.7,Clear,18,6,0,156,0,1,0,1,Summer,0,Mild,1,1,0,3.2857142857142856,7.0,Moderate,0,1,3,3,0,0,1,1,2
2023-06-07,22:00:00,Wednesday,COLLEGE,MURS,2,3,E,SHP,5426,22.7,0.0,Clear,22,6,2,158,0,0,0,0,Summer,0,Warm,0,0,0,3.4285714285714284,7.0,Minor,0,1,1,0,1,0,1,2,1
2023-06-10,18:00:00,Saturday,COLLEGE,TUSC,4,7,W,BD,5771,22.5,0.0,Clear,18,6,5,161,1,1,0,1,Summer,0,Warm,0,0,0,3.0,7.0,Moderate,0,1,4,3,0,0,1,2,2
2023-06-12,18:00:00,Monday,COLLEGE,MUSAN,2,4,S,SRT,5142,18.0,2.8,Cloudy,18,6,0,163,0,1,0,1,Summer,0,Mild,1,0,0,2.5714285714285716,7.0,Minor,0,1,2,2,2,1,1,1,1
2023-06-13,06:00:00,Tuesday,COLLEGE,EUNT,1,1,N,SHP,5378,11.9,0.6,Rain,6,6,1,164,0,0,0,0,Summer,0,Mild,1,0,0,2.5714285714285716,7.0,Minor,0,1,0,1,1,2,1,1,1
2023-06-13,09:00:00,Tuesday,COLLEGE,EUNT,1,2,E,SRT,5369,11.9,0.6,Rain,9,6,1,164,0,1,1,0,Summer,0,Mild,1,0,0,2.5714285714285716,7.0,Minor,0,1,0,0,2,2,1,1,1
2023-06-18,19:00:00,Sunday,COLLEGE,PUSC,5,8,S,BD,5163,10.5,8.5,Clear,19,6,6,169,1,1,0,1,Summer,0,Mild,1,1,0,2.7142857142857144,7.0,Moderate,0,1,3,2,0,0,1,1,2
2023-06-23,07:00:00,Friday,COLLEGE,MURS,4,6,W,YU,5329,13.2,0.0,Clear,7,6,4,174,0,1,1,0,Summer,0,Mild,0,0,0,2.7142857142857144,7.0,Moderate,0,1,1,3,3,0,1,1,2
2023-06-27,12:00:00,Tuesday,COLLEGE,MUSAN,4,6,S,SRT,5626,16.7,3.8,Cloudy,12,6,1,178,0,0,0,0,Summer,0,Mild,1,0,0,3.0,7.0,Moderate,0,1,2,2,2,1,1,1,2
2023-07-13,02:00:00,Thursday,COLLEGE,TUSC,2,3,S,SHP,5643,0.2,0.0,Clear,2,7,3,194,0,0,0,0,Summer,0,Cool,0,0,0,2.7142857142857144,7.0,Minor,0,1,4,2,1,0,1,0,1
2023-07-16,11:00:00,Sunday,COLLEGE,MUSAN,6,9,W,SHP,5883,7.6,0.4,Rain,11,7,6,197,1,0,0,0,Summer,0,Cool,1,0,0,3.2857142857142856,7.0,Major,1,1,2,3,1,2,1,0,0
2023-07-16,21:00:00,Sunday,COLLEGE,MURS,5,7,W,SRT,5951,7.6,0.4,Rain,21,7,6,197,1,0,0,0,Summer,0,Cool,1,0,0,3.857142857142857,7.0,Moderate,0,1,1,3,2,2,1,0,2
2023-07-21,08:00:00,Friday,COLLEGE,PUSC,1,2,E,BD,5462,7.5,0.0,Clear,8,7,4,202,0,1,1,0,Summer,0,Cool,0,0,0,3.857142857142857,7.0,Minor,0,1,3,0,0,0,1,0,1
2023-07-22,21:00:00,Saturday,COLLEGE,EUNT,8,12,N,YU,5772,14.1,0.0,Clear,21,7,5,203,1,0,0,0,Summer,0,Mild,0,0,0,4.285714285714286,7.0,Major,1,1,0,1,3,0,1,1,0
2023-07-23,09:00:00,Sunday,COLLEGE,TUSC,1,2,W,SRT,5602,13.8,2.2,Cloudy,9,7,6,204,1,1,1,0,Summer,0,Mild,1,0,0,3.857142857142857,7.0,Minor,0,1,4,3,2,1,1,1,1
2023-01-01,17:00:00,Sunday,DUNDAS,EUNT,1,1,S,YU,5466,9.7,1.0,Clear,17,1,6,1,1,1,0,1,Winter,0,Cool,1,0,0,1.0,1.0,Minor,0,2,0,2,3,0,2,0,1
2023-01-05,15:00:00,Thursday,DUNDAS,PUSC,5,8,S,SRT,5253,20.1,1.9,Clear,15,1,3,5,0,0,0,0,Winter,0,Warm,1,0,0,3.0,2.0,Moderate,0,2,3,2,2,0,2,2,2
2023-01-08,07:00:00,Sunday,DUNDAS,TUSC,5,7,N,SRT,5854,8.8,10.5,Cloudy,7,1,6,8,1,1,1,0,Winter,0,Cool,1,1,0,3.6666666666666665,3.0,Moderate,0,2,4,1,2,1,2,0,2
2023-01-09,00:00:00,Monday,DUNDAS,MURS,5,8,N,SHP,5274,17.9,5.8,Clear,0,1,0,9,0,0,0,0,Winter,0,Mild,1,1,0,4.0,4.0,Moderate,0,2,1,1,1,0,2,1,2
2023-01-09,07:00:00,Monday,DUNDAS,MUSAN,6,9,N,BD,5767,17.9,5.8,Clear,7,1,0,9,0,1,1,0,Winter,0,Mild,1,1,0,4.4,5.0,Major,1,2,2,1,0,0,2,1,0
2023-01-10,23:00:00,Tuesday,DUNDAS,TUSC,3,5,E,SHP,5811,22.2,4.3,Cloudy,23,1,1,10,0,0,0,0,Winter,0,Warm,1,0,0,4.166666666666667,6.0,Moderate,0,2,4,0,1,1,2,2,2
2023-01-12,19:00:00,Thursday,DUNDAS,MURS,2,3,E,YU,5579,8.7,6.0,Cloudy,19,1,3,12,0,1,0,1,Winter,0,Cool,1,1,0,3.857142857142857,7.0,Minor,0,2,1,0,3,1,2,0,1
2023-01-18,07:00:00,Wednesday,DUNDAS,MUSAN,1,2,S,SHP,5686,21.3,0.0,Clear,7,1,2,18,0,1,1,0,Winter,0,Warm,0,0,0,3.857142857142857,7.0,Minor,0,2,2,2,1,0,2,2,1
2023-01-18,13:00:00,Wednesday,DUNDAS,PUSC,3,5,E,SHP,5747,21.3,0.0,Clear,13,1,2,18,0,0,0,0,Winter,0,Warm,0,0,0,3.5714285714285716,7.0,Moderate,0,2,3,0,1,0,2,2,2
2023-01-22,05:00:00,Sunday,DUNDAS,TUSC,2,4,N,BD,5150,18.4,0.7,Cloudy,5,1,6,22,1,0,0,0,Winter,0,Mild,1,0,0,3.142857142857143,7.0,Minor,0,2,4,1,0,1,2,1,1
2023-01-23,10:00:00,Monday,DUNDAS,MUSAN,5,8,S,YU,5787,19.6,10.3,Cloudy,10,1,0,23,0,0,0,0,Winter,0,Mild,1,1,0,3.142857142857143,7.0,Moderate,0,2,2,2,3,1,2,1,2
2023-01-24,16:00:00,Tuesday,DUNDAS,TUSC,7,11,S,SRT,5797,20.8,1.4,Cloudy,16,1,1,24,0,0,0,0,Winter,0,Warm,1,0,0,3.2857142857142856,7.0,Major,1,2,4,2,2,1,2,2,0
2023-01-26,10:00:00,Thursday,DUNDAS,PUSC,1,2,W,YU,5327,19.0,0.8,Clear,10,1,3,26,0,0,0,0,Winter,0,Mild,1,0,0,3.0,7.0,Minor,0,2,3,3,3,0,2,1,1
2023-01-27,14:00:00,Friday,DUNDAS,PUSC,3,5,N,YU,5399,23.1,1.6,Clear,14,1,4,27,0,0,0,0,Winter,0,Warm,1,0,0,3.142857142857143,7.0,Moderate,0,2,3,1,3,0,2,2,2
2023-01-27,18:00:00,Friday,DUNDAS,MUSAN,1,2,N,SHP,5844,23.1,1.6,Clear,18,1,4,27,0,1,0,1,Winter,0,Warm,1,0,0,3.142857142857143,7.0,Minor,0,2,2,1,1,0,2,2,1
2023-02-06,19:00:00,Monday,DUNDAS,MURS,4,7,N,SHP,5810,17.9,0.0,Rain,19,2,0,37,0,1,0,1,Winter,0,Mild,0,0,0,3.2857142857142856,7.0,Moderate,0,2,1,1,1,2,2,1,2
2023-02-08,00:00:00,Wednesday,DUNDAS,MURS,2,4,W,BD,5289,17.3,2.2,Rain,0,2,2,39,0,0,0,0,Winter,0,Mild,1,0,0,3.2857142857142856,7.0,Minor,0,2,1,3,0,2,2,1,1
2023-02-08,08:00:00,Wednesday,DUNDAS,TUSC,5,8,W,YU,5726,17.3,2.2,Rain,8,2,2,39,0,1,1,0,Winter,0,Mild,1,0,0,3.2857142857142856,7.0,Moderate,0,2,4,3,3,2,2,1,2
2023-02-09,07:00:00,Thursday,DUNDAS,MUSAN,1,1,E,SRT,5337,20.2,0.0,Cloudy,7,2,3,40,0,1,1,0,Winter,0,Warm,0,0,0,2.4285714285714284,7.0,Minor,0,2,2,0,2,1,2,2,1
2023-02-10,19:00:00,Friday,DUNDAS,MUSAN,13,20,E,SHP,5219,20.7,1.3,Clear,19,2,4,41,0,1,0,1,Winter,0,Warm,1,0,0,4.142857142857143,7.0,Severe,1,2,2,0,1,0,2,2,3
2023-02-13,12:00:00,Monday,DUNDAS,PUSC,2,3,E,BD,5450,28.8,0.0,Clear,12,2,0,44,0,0,0,0,Winter,0,Warm,0,0,0,4.0,7.0,Minor,0,2,3,0,0,0,2,2,1
2023-02-14,01:00:00,Tuesday,DUNDAS,EUNT,5,8,W,SHP,5250,16.5,1.8,Clear,1,2,1,45,0,0,0,0,Winter,0,Mild,1,0,0,4.571428571428571,7.0,Moderate,0,2,0,3,1,0,2,1,2
2023-02-15,20:00:00,Wednesday,DUNDAS,PUSC,4,6,N,SRT,5117,25.7,0.0,Rain,20,2,2,46,0,0,0,0,Winter,0,Warm,0,0,0,4.571428571428571,7.0,Moderate,0,2,3,1,2,2,2,2,2
2023-02-17,09:00:00,Friday,DUNDAS,PUSC,2,3,S,YU,5579,20.6,0.6,Clear,9,2,4,48,0,1,1,0,Winter,0,Warm,1,0,0,4.571428571428571,7.0,Minor,0,2,3,2,3,0,2,2,1
2023-02-18,19:00:00,Saturday,DUNDAS,MURS,2,4,S,BD,5594,23.5,0.2,Clear,19,2,5,49,1,1,0,1,Winter,0,Warm,1,0,0,4.142857142857143,7.0,Minor,0,2,1,2,0,0,2,2,1
2023-02-23,12:00:00,Thursday,DUNDAS,EUNT,1,1,S,YU,5268,21.8,0.0,Clear,12,2,3,54,0,0,0,0,Winter,0,Warm,0,0,0,4.142857142857143,7.0,Minor,0,2,0,2,3,0,2,2,1
2023-02-25,07:00:00,Saturday,DUNDAS,TUSC,2,4,W,BD,5973,26.4,4.5,Cloudy,7,2,5,56,1,1,1,0,Winter,0,Warm,1,0,0,2.5714285714285716,7.0,Minor,0,2,4,3,0,1,2,2,1
2023-02-26,07:00:00,Sunday,DUNDAS,PUSC,4,6,E,YU,5774,20.4,0.0,Cloudy,7,2,6,57,1,1,1,0,Winter,0,Warm,0,0,0,2.857142857142857,7.0,Moderate,0,2,3,0,3,1,2,2,2
2023-02-27,17:00:00,Monday,DUNDAS,EUNT,8,12,W,SRT,5786,13.9,1.0,Rain,17,2,0,58,0,1,0,1,Winter,0,Mild,1,0,0,3.2857142857142856,7.0,Major,1,2,0,3,2,2,2,1,0
2023-03-03,02:00:00,Friday,DUNDAS,EUNT,2,3,W,BD,5173,21.9,0.0,Cloudy,2,3,4,62,0,0,0,0,Spring,0,Warm,0,0,0,3.0,7.0,Minor,0,2,0,3,0,1,0,2,1
2023-03-05,23:00:00,Sunday,DUNDAS,MUSAN,3,5,S,BD,5869,24.3,0.1,Clear,23,3,6,64,1,0,0,0,Spring,0,Warm,1,0,0,3.142857142857143,7.0,Moderate,0,2,2,2,0,0,0,2,2
2023-03-07,04:00:00,Tuesday,DUNDAS,PUSC,2,3,N,BD,5593,24.5,4.9,Clear,4,3,1,66,0,0,0,0,Spring,0,Warm,1,0,0,3.142857142857143,7.0,Minor,0,2,3,1,0,0,0,2,1
2023-03-09,08:00:00,Thursday,DUNDAS,MURS,14,21,E,SHP,5264,18.0,0.0,Rain,8,3,3,68,0,1,1,0,Spring,0,Mild,0,0,0,5.0,7.0,Severe,1,2,1,0,1,2,0,1,3
2023-03-09,19:00:00,Thursday,DUNDAS,MURS,2,3,W,BD,5270,18.0,0.0,Rain,19,3,3,68,0,1,0,1,Spring,0,Mild,0,0,0,5.0,7.0,Minor,0,2,1,3,0,2,0,1,1
2023-03-12,08:00:00,Sunday,DUNDAS,TUSC,2,3,W,BD,5145,20.0,0.0,Cloudy,8,3,6,71,1,1,1,0,Spring,0,Mild,0,0,0,4.714285714285714,7.0,Minor,0,2,4,3,0,1,0,1,1
2023-03-13,09:00:00,Monday,DUNDAS,TUSC,1,2,E,BD,5437,16.1,0.0,Rain,9,3,0,72,0,1,1,0,Spring,0,Mild,0,0,0,3.7142857142857144,7.0,Minor,0,2,4,0,0,2,0,1,1
2023-03-13,19:00:00,Monday,DUNDAS,MURS,2,3,S,YU,5582,16.1,0.0,Rain,19,3,0,72,0,1,0,1,Spring,0,Mild,0,0,0,3.7142857142857144,7.0,Minor,0,2,1,2,3,2,0,1,1
2023-03-23,13:00:00,Thursday,DUNDAS,MUSAN,6,9,N,SHP,5811,24.5,0.0,Cloudy,13,3,3,82,0,0,0,0,Spring,0,Warm,0,0,0,4.142857142857143,7.0,Major,1,2,2,1,1,1,0,2,0
2023-03-30,09:00:00,Thursday,DUNDAS,PUSC,8,12,E,SRT,5213,30.9,0.0,Clear,9,3,3,89,0,1,1,0,Spring,1,Warm,0,0,0,5.0,7.0,Major,1,2,3,0,2,0,0,2,0
2023-03-30,14:00:00,Thursday,DUNDAS,EUNT,1,2,E,YU,5317,30.9,0.0,Clear,14,3,3,89,0,0,0,0,Spring,1,Warm,0,0,0,3.142857142857143,7.0,Minor,0,2,0,0,3,0,0,2,1
2023-03-31,03:00:00,Friday,DUNDAS,MUSAN,1,2,S,YU,5541,26.5,5.0,Cloudy,3,3,4,90,0,0,0,0,Spring,0,Warm,1,0,0,3.0,7.0,Minor,0,2,2,2,3,1,0,2,1
2023-03-31,07:00:00,Friday,DUNDAS,PUSC,3,5,W,BD,5810,26.5,5.0,Cloudy,7,3,4,90,0,1,1,0,Spring,0,Warm,1,0,0,3.142857142857143,7.0,Moderate,0,2,3,3,0,1,0,2,2
2023-03-31,09:00:00,Friday,DUNDAS,EUNT,1,2,W,SHP,5784,26.5,5.0,Cloudy,9,3,4,90,0,1,1,0,Spring,0,Warm,1,0,0,3.142857142857143,7.0,Minor,0,2,0,3,1,1,0,2,1
2023-04-01,08:00:00,Saturday,DUNDAS,PUSC,2,3,W,SHP,5661,36.4,0.5,Clear,8,4,5,91,1,1,1,0,Spring,1,Warm,1,0,0,3.142857142857143,7.0,Minor,0,2,3,3,1,0,0,2,1
2023-04-05,09:00:00,Wednesday,DUNDAS,PUSC,3,5,S,YU,5552,25.2,0.8,Clear,9,4,2,95,0,1,1,0,Spring,0,Warm,1,0,0,2.7142857142857144,7.0,Moderate,0,2,3,2,3,0,0,2,2
2023-04-08,19:00:00,Saturday,DUNDAS,PUSC,1,2,W,SRT,5869,27.8,0.2,Snow,19,4,5,98,1,1,0,1,Spring,0,Warm,1,0,0,1.7142857142857142,7.0,Minor,0,2,3,3,2,3,0,2,1
2023-04-15,17:00:00,Saturday,DUNDAS,TUSC,5,7,N,SHP,5093,27.5,0.0,Cloudy,17,4,5,105,1,1,0,1,Spring,0,Warm,0,0,0,2.2857142857142856,7.0,Moderate,0,2,4,1,1,1,0,2,2
2023-04-23,07:00:00,Sunday,DUNDAS,TUSC,3,5,S,SRT,5663,30.6,3.7,Clear,7,4,6,113,1,1,1,0,Spring,1,Warm,1,0,0,2.5714285714285716,7.0,Moderate,0,2,4,2,2,0,0,2,2
2023-04-24,07:00:00,Monday,DUNDAS,PUSC,6,10,E,YU,5613,13.2,0.5,Clear,7,4,0,114,0,1,1,0,Spring,0,Mild,1,0,0,3.0,7.0,Major,1,2,3,0,3,0,0,1,0
2023-04-24,08:00:00,Monday,DUNDAS,MURS,4,6,E,SHP,5271,13.2,0.5,Clear,8,4,0,114,0,1,1,0,Spring,0,Mild,1,0,0,3.4285714285714284,7.0,Moderate,0,2,1,0,1,0,0,1,2
2023-04-28,18:00:00,Friday,DUNDAS,PUSC,1,2,N,SHP,5167,29.6,0.0,Clear,18,4,4,118,0,1,0,1,Spring,0,Warm,0,0,0,3.2857142857142856,7.0,Minor,0,2,3,1,1,0,0,2,1
2023-04-29,00:00:00,Saturday,DUNDAS,PUSC,22,33,S,SRT,5216,17.6,2.0,Rain,0,4,5,119,1,0,0,0,Spring,0,Mild,1,0,0,6.0,7.0,Severe,1,2,3,2,2,2,0,1,3
2023-05-04,12:00:00,Thursday,DUNDAS,EUNT,4,6,W,SRT,5647,24.2,0.0,Cloudy,12,5,3,124,0,0,0,0,Spring,0,Warm,0,0,0,6.428571428571429,7.0,Moderate,0,2,0,3,2,1,0,2,2
2023-05-09,17:00:00,Tuesday,DUNDAS,MURS,1,2,N,BD,5128,27.0,0.0,Rain,17,5,1,129,0,1,0,1,Spring,0,Warm,0,0,0,5.857142857142857,7.0,Minor,0,2,1,1,0,2,0,2,1
2023-05-10,23:00:00,Wednesday,DUNDAS,TUSC,1,2,W,YU,5634,25.6,5.0,Clear,23,5,2,130,0,0,0,0,Spring,0,Warm,1,0,0,5.571428571428571,7.0,Minor,0,2,4,3,3,0,0,2,1
2023-05-11,03:00:00,Thursday,DUNDAS,EUNT,1,2,E,YU,5891,26.1,9.1,Rain,3,5,3,131,0,0,0,0,Spring,0,Warm,1,1,0,4.857142857142857,7.0,Minor,0,2,0,0,3,2,0,2,1
2023-05-14,09:00:00,Sunday,DUNDAS,TUSC,2,4,E,SHP,5700,26.6,0.0,Rain,9,5,6,134,1,1,1,0,Spring,0,Warm,0,0,0,4.571428571428571,7.0,Minor,0,2,4,0,1,2,0,2,1
2023-05-19,16:00:00,Friday,DUNDAS,MURS,1,2,N,SRT,5090,21.4,3.2,Rain,16,5,4,139,0,0,0,0,Spring,0,Warm,1,0,0,4.571428571428571,7.0,Minor,0,2,1,1,2,2,0,2,1
2023-05-21,18:00:00,Sunday,DUNDAS,MUSAN,5,8,W,YU,5082,20.3,0.0,Rain,18,5,6,141,1,1,0,1,Spring,0,Warm,0,0,0,2.142857142857143,7.0,Moderate,0,2,2,3,3,2,0,2,2
2023-05-22,17:00:00,Monday,DUNDAS,EUNT,1,1,W,SRT,5230,19.9,1.4,Rain,17,5,0,142,0,1,0,1,Spring,0,Mild,1,0,0,1.7142857142857142,7.0,Minor,0,2,0,3,2,2,0,1,1
2023-05-26,17:00:00,Friday,DUNDAS,MURS,2,4,N,SRT,5152,30.2,0.0,Cloudy,17,5,4,146,0,1,0,1,Spring,1,Warm,0,0,0,1.8571428571428572,7.0,Minor,0,2,1,1,2,1,0,2,1
2023-05-27,07:00:00,Saturday,DUNDAS,MUSAN,5,8,W,SRT,5617,22.2,3.4,Clear,7,5,5,147,1,1,1,0,Spring,0,Warm,1,0,0,2.4285714285714284,7.0,Moderate,0,2,2,3,2,0,0,2,2
2023-05-29,01:00:00,Monday,DUNDAS,PUSC,1,2,E,BD,5760,21.5,0.0,Cloudy,1,5,0,149,0,0,0,0,Spring,0,Warm,0,0,0,2.4285714285714284,7.0,Minor,0,2,3,0,0,1,0,2,1
2023-06-02,19:00:00,Friday,DUNDAS,TUSC,1,2,W,SHP,5799,26.9,0.0,Clear,19,6,4,153,0,1,0,1,Summer,0,Warm,0,0,0,2.2857142857142856,7.0,Minor,0,2,4,3,1,0,1,2,1
2023-06-04,19:00:00,Sunday,DUNDAS,EUNT,3,5,W,BD,5321,17.0,3.3,Snow,19,6,6,155,1,1,0,1,Summer,0,Mild,1,0,0,2.5714285714285716,7.0,Moderate,0,2,0,3,0,3,1,1,2
2023-06-09,01:00:00,Friday,DUNDAS,MUSAN,1,2,E,SRT,5377,14.4,2.3,Rain,1,6,4,160,0,0,0,0,Summer,0,Mild,1,0,0,2.0,7.0,Minor,0,2,2,0,2,2,1,1,1
2023-06-10,08:00:00,Saturday,DUNDAS,EUNT,1,2,W,BD,5154,22.5,0.0,Clear,8,6,5,161,1,1,1,0,Summer,0,Warm,0,0,0,2.0,7.0,Minor,0,2,0,3,0,0,1,2,1
2023-06-12,16:00:00,Monday,DUNDAS,PUSC,5,7,W,YU,5861,18.0,2.8,Cloudy,16,6,0,163,0,0,0,0,Summer,0,Mild,1,0,0,2.4285714285714284,7.0,Moderate,0,2,3,3,3,1,1,1,2
2023-06-17,02:00:00,Saturday,DUNDAS,EUNT,2,4,N,BD,5419,14.9,0.0,Clear,2,6,5,168,1,0,0,0,Summer,0,Mild,0,0,0,2.0,7.0,Minor,0,2,0,1,0,0,1,1,1
2023-06-18,10:00:00,Sunday,DUNDAS,MURS,1,1,E,SHP,5443,10.5,8.5,Clear,10,6,6,169,1,0,0,0,Summer,0,Mild,1,1,0,2.0,7.0,Minor,0,2,1,0,1,0,1,1,1
2023-06-21,15:00:00,Wednesday,DUNDAS,MUSAN,12,18,W,YU,5133,24.5,0.0,Cloudy,15,6,2,172,0,0,0,0,Summer,0,Warm,0,0,0,3.5714285714285716,7.0,Severe,1,2,2,3,3,1,1,2,3
2023-07-02,17:00:00,Sunday,DUNDAS,MUSAN,2,3,S,SRT,5332,23.4,0.0,Rain,17,7,6,183,1,1,0,1,Summer,0,Warm,0,0,0,3.4285714285714284,7.0,Minor,0,2,2,2,2,2,1,2,1
2023-07-10,12:00:00,Monday,DUNDAS,PUSC,1,2,S,BD,5264,6.5,0.8,Snow,12,7,0,191,0,0,0,0,Summer,0,Cool,1,0,0,3.4285714285714284,7.0,Minor,0,2,3,2,0,3,1,0,1
2023-07-11,14:00:00,Tuesday,DUNDAS,PUSC,3,5,S,YU,5095,12.7,0.0,Cloudy,14,7,1,192,0,0,0,0,Summer,0,Mild,0,0,0,3.7142857142857144,7.0,Moderate,0,2,3,2,3,1,1,1,2
2023-07-12,17:00:00,Wednesday,DUNDAS,MUSAN,11,17,W,SRT,5814,12.9,0.0,Cloudy,17,7,2,193,0,1,0,1,Summer,0,Mild,0,0,0,4.571428571428571,7.0,Severe,1,2,2,3,2,1,1,1,3
2023-07-17,03:00:00,Monday,DUNDAS,MUSAN,2,3,N,SRT,5352,12.4,0.0,Cloudy,3,7,0,198,0,0,0,0,Summer,0,Mild,0,0,0,4.571428571428571,7.0,Minor,0,2,2,1,2,1,1,1,1
2023-07-17,11:00:00,Monday,DUNDAS,PUSC,1,2,E,SRT,5491,12.4,0.0,Cloudy,11,7,0,198,0,0,0,0,Summer,0,Mild,0,0,0,4.571428571428571,7.0,Minor,0,2,3,0,2,1,1,1,1
2023-07-18,18:00:00,Tuesday,DUNDAS,TUSC,4,7,W,BD,5560,7.1,3.6,Snow,18,7,1,199,0,1,0,1,Summer,0,Cool,1,0,0,3.4285714285714284,7.0,Moderate,0,2,4,3,0,3,1,0,2
2023-07-19,10:00:00,Wednesday,DUNDAS,TUSC,21,32,E,SHP,5074,15.0,1.5,Clear,10,7,2,200,0,0,0,0,Summer,0,Mild,1,0,0,6.142857142857143,7.0,Severe,1,2,4,0,1,0,1,1,3
2023-07-23,06:00:00,Sunday,DUNDAS,MUSAN,1,2,E,SHP,5886,13.8,2.2,Cloudy,6,7,6,204,1,0,0,0,Summer,0,Mild,1,0,0,6.142857142857143,7.0,Minor,0,2,2,0,1,1,1,1,1
